repo_id,username,robot_type,total_episodes,total_frames,fps,camera_keys,num_cameras,video_keys,has_video,total_tasks,tasks,is_sim,is_eval,features,chunks_size,total_chunks,version
ConnorJiang/qg_double_rm75_pour_water,ConnorJiang,unknown,80,59733,30,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",3,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",True,1,"{""0"": ""Make a coffee:Pour the liquid into the commercial cup.""}",False,False,"observation.state,action,observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist,episode_index,frame_index,timestamp,next.done,index,task_index",1000,1,v2.0
embodied-ai/wx250s_test,embodied-ai,aloha,2,1642,30,"observation.images.left,observation.images.wrist,observation.images.right",3,"observation.images.left,observation.images.wrist,observation.images.right",True,1,"{""0"": ""From start position, pick up a toy aubergine with the wx250s arm and gripper, and drop in toy tin pot. Then return to start position.""}",False,False,"action,observation.state,observation.images.left,observation.images.wrist,observation.images.right,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
yaotot/gello_data,yaotot,,30,2917,10,"observation.image.cam1_rgb,observation.image.cam1_depth",2,"observation.image.cam1_rgb,observation.image.cam1_depth",True,1,"{""0"": ""the task you want""}",False,False,"observation.image.cam1_rgb,observation.image.cam1_depth,observation.state,observation.joint_velocities,action,observation.ee_pos_quat,observation.gripper_position,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
chmadran/so100_dataset04,chmadran,so100,50,18751,30,observation.images.laptop,1,observation.images.laptop,True,1,"{""0"": ""\u2018test\u2019""}",False,False,"action,observation.state,observation.images.laptop,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
fljjoin/so100_test1,fljjoin,so100,2,2369,30,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""TESTE1""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
andabi/D4,andabi,koch_bimanual,50,11218,15,"observation.images.bird,observation.images.wrist_left,observation.images.wrist_right",3,"observation.images.bird,observation.images.wrist_left,observation.images.wrist_right",True,1,"{""0"": ""D4""}",False,False,"action,observation.state,observation.images.bird,observation.images.wrist_left,observation.images.wrist_right,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
danmac1/wrist_test,danmac1,so100,1,597,30,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""ball_movement""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
FeiYjf/Maklu_dataset,FeiYjf,so100,58,48942,30,"observation.images.left,observation.images.right",2,"observation.images.left,observation.images.right",True,1,"{""0"": ""Maklu_dataset""}",False,False,"action,observation.state,observation.images.left,observation.images.right,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
danmac1/wrist_test2,danmac1,so100,1,597,30,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""ball_movement""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
andabi/eval_M3,andabi,koch_bimanual,16,9855,15,"observation.images.bird,observation.images.wrist_left,observation.images.wrist_right",3,"observation.images.bird,observation.images.wrist_left,observation.images.wrist_right",True,1,"{""0"": ""M3""}",False,True,"action,observation.state,observation.images.bird,observation.images.wrist_left,observation.images.wrist_right,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
yaotot/gello_data_test,yaotot,,15,1293,10,"observation.image.cam1_rgb,observation.image.cam1_depth",2,"observation.image.cam1_rgb,observation.image.cam1_depth",True,1,"{""0"": ""the task you want""}",False,False,"observation.image.cam1_rgb,observation.image.cam1_depth,observation.state,observation.joint_velocities,action,observation.ee_pos_quat,observation.gripper_position,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
FeiYjf/new_Dataset,FeiYjf,so100,62,31637,30,"observation.images.left,observation.images.right",2,"observation.images.left,observation.images.right",True,1,"{""0"": ""new_Dataset""}",False,False,"action,observation.state,observation.images.left,observation.images.right,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
liyitenga/so100_pick_taffy2,liyitenga,so100,20,13702,30,"observation.images.gripper,observation.images.top",2,"observation.images.gripper,observation.images.top",True,1,"{""0"": ""test1""}",False,False,"action,observation.state,observation.images.gripper,observation.images.top,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
LegrandFrederic/PutCornInPot,LegrandFrederic,so-100,6,299,6,observation.images,1,observation.images,True,1,"{""0"": ""None""}",False,False,"action,observation.images,observation.state,episode_index,frame_index,timestamp,next.reward,next.done,next.success,index,task_index",1000,1,v2.0
KeWangRobotics/piper_test,KeWangRobotics,piper,54,20646,30,"observation.images.wrist,observation.images.top",2,"observation.images.wrist,observation.images.top",True,1,"{""0"": ""True""}",False,False,"action,observation.state,observation.images.wrist,observation.images.top,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
satvikahuja/mixer_on_off_new_4,satvikahuja,so100,60,20742,30,"observation.images.laptop,observation.images.phone,observation.images.Lwebcam,observation.images.macwebcam",4,"observation.images.laptop,observation.images.phone,observation.images.Lwebcam,observation.images.macwebcam",True,1,"{""0"": ""on off mixer""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,observation.images.Lwebcam,observation.images.macwebcam,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
symkg/koch_test1,symkg,koch,18,6922,30,"observation.images.camara_01,observation.images.camara_02,observation.images.camara_03",3,"observation.images.camara_01,observation.images.camara_02,observation.images.camara_03",True,1,"{""0"": ""task""}",False,False,"action,observation.state,observation.images.camara_01,observation.images.camara_02,observation.images.camara_03,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
ConnorJiang/qg_act_rm75_to_stir,ConnorJiang,unknown,50,44780,30,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",3,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",True,1,"{""0"": ""Make a coffee:Place the cup to stir.""}",False,False,"observation.state,action,observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist,episode_index,frame_index,timestamp,next.done,index,task_index",1000,1,v2.0
koenvanwijk/orange50-1,koenvanwijk,so100,50,7933,30,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""Orange in box""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
CSCSXX/pick_place_cube_1.17,CSCSXX,so100,50,10716,30,"observation.images.top,observation.images.side",2,"observation.images.top,observation.images.side",True,1,"{""0"": ""pick_place_cube""}",False,False,"action,observation.state,observation.images.top,observation.images.side,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
koenvanwijk/eval_orange50-1,koenvanwijk,so100,10,2365,30,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""orange in box""}",False,True,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
koenvanwijk/eval_orange50-2,koenvanwijk,so100,10,3474,30,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""orange in box""}",False,True,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
koenvanwijk/orange50-variation-2,koenvanwijk,so100,50,7091,30,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""Orange in box""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
lilkm/door-human-v2,lilkm,open-door,25,6729,10,,0,,False,1,"{""0"": ""Open the door using human demonstrations""}",False,False,"observation.state,action,next.reward,next.success,next.done,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
koenvanwijk/eval_orange50-variations-2,koenvanwijk,so100,10,2799,30,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""orange in box""}",False,True,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
andabi/eval_M1_2,andabi,koch_bimanual,3,2383,15,"observation.images.bird,observation.images.wrist_left,observation.images.wrist_right",3,"observation.images.bird,observation.images.wrist_left,observation.images.wrist_right",True,1,"{""0"": ""M1""}",False,True,"action,observation.state,observation.images.bird,observation.images.wrist_left,observation.images.wrist_right,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
mnddxiaolongxia/so100_test11,mnddxiaolongxia,so100,1,301,30,observation.images.phone,1,observation.images.phone,True,1,"{""0"": ""good""}",False,False,"action,observation.state,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
CSCSXX/eval_act_cs_100_as_100_pick_place_cube_1.17_ckpt8,CSCSXX,so100,10,7074,30,"observation.images.top,observation.images.side",2,"observation.images.top,observation.images.side",True,1,"{""0"": ""pick_place_cube""}",False,True,"action,observation.state,observation.images.top,observation.images.side,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
CSCSXX/eval_act_cs_30_as_30_pick_place_cube_1.17_ckpt10,CSCSXX,so100,10,6592,30,"observation.images.top,observation.images.side",2,"observation.images.top,observation.images.side",True,1,"{""0"": ""pick_place_cube""}",False,True,"action,observation.state,observation.images.top,observation.images.side,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
FeiYjf/new_GtoR,FeiYjf,so100,378,126369,30,"observation.images.left,observation.images.right",2,"observation.images.left,observation.images.right",True,1,"{""0"": ""new_GtoR""}",False,False,"action,observation.state,observation.images.left,observation.images.right,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
RobotisSW/koch_test,RobotisSW,koch,2,374,30,"observation.images.realsense_1,observation.images.realsense_2",2,"observation.images.realsense_1,observation.images.realsense_2",True,1,"{""0"": ""pick and place objects""}",False,False,"action,observation.state,observation.images.realsense_1,observation.images.realsense_2,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
RobotisSW/koch_test_2,RobotisSW,koch,2,365,30,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""pick and place objects""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
floweisshardt/so100_test,floweisshardt,so100,2,1155,30,observation.images.laptop,1,observation.images.laptop,True,1,"{""0"": ""grasp_dug""}",False,False,"action,observation.state,observation.images.laptop,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
phospho-ai/orange-brick-witherrors,phospho-ai,so-100,9,1055,9,observation.images,1,observation.images,True,1,"{""0"": ""None""}",False,False,"action,observation.images,observation.state,episode_index,frame_index,timestamp,next.reward,next.done,next.success,index,task_index",1000,1,v2.0
lilkm/pusht_keypoints,lilkm,2d pointer,206,25650,10,,0,,False,1,"{""0"": ""Push the T-shaped blue block onto the T-shaped green target surface.""}",False,False,"observation.state,action,next.reward,next.success,observation.environment_state,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
zijian2022/eval_act_so100_test_109_3,zijian2022,so100,4,1133,30,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""109_4""}",False,True,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
zijian2022/eval_act_so100_test_109_4,zijian2022,so100,4,10868,30,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""109_4""}",False,True,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
embodied-ai/wx250s_rotate_phone_50_ep,embodied-ai,unknown,50,12546,30,"observation.images.left,observation.images.wrist,observation.images.right",3,"observation.images.left,observation.images.wrist,observation.images.right",True,1,"{""0"": ""rotate_phone_180""}",False,False,"observation.state,observation.images.left,observation.images.wrist,observation.images.right,action,episode_index,frame_index,timestamp,next.done,index,task_index",1000,1,v2.0
zijian2022/eval_act_so100_test_109_5,zijian2022,so100,4,11261,30,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""109_4""}",False,True,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
phospho-ai/orange-brick-witherrors2,phospho-ai,so-100,9,1055,9,observation.images,1,observation.images,True,1,"{""0"": ""None""}",False,False,"action,observation.images,observation.state,episode_index,frame_index,timestamp,next.reward,next.done,next.success,index,task_index",1000,1,v2.0
villekuosmanen/pick_coffee_prop_20Hz,villekuosmanen,arx5,100,66363,20,"observation.images.front,observation.images.wrist",2,"observation.images.front,observation.images.wrist",True,1,"{""0"": ""pick up the coffee capsules on the table and drop them inside the coffee cup""}",False,False,"action,observation.state,observation.images.front,observation.images.wrist,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
aractingi/droid_100,aractingi,,5,964,30,"observation.image.exterior_image_2_left,observation.image.exterior_image_1_left,observation.image.wrist_image_left",3,"observation.image.exterior_image_2_left,observation.image.exterior_image_1_left,observation.image.wrist_image_left",True,5,"{""0"": ""Put the marker in the pot"", ""1"": ""Put the candy bar on the left side of the first shelf"", ""2"": ""Put one green sachet in the grey bowl."", ""3"": ""Place the pack of doritos inside the sink"", ""4"": ""Move the sharpie to the table""}",False,False,"is_terminal,is_first,observation.image.exterior_image_2_left,observation.state.gripper_position,observation.state.cartesian_position,observation.image.exterior_image_1_left,observation.image.wrist_image_left,observation.state.joint_position,action,next.done,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
danmac1/wrist_test23,danmac1,so100,1,597,30,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""ball_movement""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
danmac1/wrist_test23323,danmac1,so100,1,597,30,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""ball_movement""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
keith2/block1,keith2,mycobot,5,2566,30,"observation.images.head,observation.images.wrist",2,"observation.images.head,observation.images.wrist",True,1,"{""0"": ""pick & place block""}",False,False,"action,observation.state,observation.images.head,observation.images.wrist,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
rlllll666/so100_test_6,rlllll666,so100,2,986,30,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""pick-and-place""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
rlllll666/so100_test1,rlllll666,so100,2,877,30,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""pick-and-place""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
rlllll666/so100_test2,rlllll666,so100,4,2135,30,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""pick-and-place""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
liyitenga/so100_pick_taffy3,liyitenga,so100,31,14028,30,"observation.images.gripper,observation.images.top",2,"observation.images.gripper,observation.images.top",True,1,"{""0"": ""test1""}",False,False,"action,observation.state,observation.images.gripper,observation.images.top,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
keith2/pickblock1,keith2,mycobot,5,1535,30,"observation.images.head,observation.images.wrist",2,"observation.images.head,observation.images.wrist",True,1,"{""0"": ""pick block""}",False,False,"action,observation.state,observation.images.head,observation.images.wrist,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
CSCSXX/pick_place_cube_1.18,CSCSXX,so100,50,16491,30,"observation.images.top,observation.images.side",2,"observation.images.top,observation.images.side",True,1,"{""0"": ""pick-place-cube""}",False,False,"action,observation.state,observation.images.top,observation.images.side,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
ConnorJiang/qg_act_rm75_to_seal,ConnorJiang,unknown,50,59722,30,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",3,"observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist",True,1,"{""0"": ""Make a coffee:Place the cup into the sealing machine.""}",False,False,"observation.state,action,observation.images.cam_high,observation.images.cam_left_wrist,observation.images.cam_right_wrist,episode_index,frame_index,timestamp,next.done,index,task_index",1000,1,v2.0
aractingi/droid_100_test,aractingi,,7,1232,15,"observation.image.wrist_image_left,observation.image.exterior_image_2_left,observation.image.exterior_image_1_left",3,"observation.image.wrist_image_left,observation.image.exterior_image_2_left,observation.image.exterior_image_1_left",True,7,"{""0"": ""Put the marker in the pot"", ""1"": ""Put the candy bar on the left side of the first shelf"", ""2"": ""Put one green sachet in the grey bowl."", ""3"": ""Place the pack of doritos inside the sink"", ""4"": ""Move the sharpie to the table"", ""5"": """", ""6"": ""Take the pen out of the bowl and place it on the table""}",False,False,"observation.state.joint_position,observation.image.wrist_image_left,observation.image.exterior_image_2_left,observation.state.gripper_position,observation.state.cartesian_position,observation.image.exterior_image_1_left,is_terminal,action,is_first,next.done,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
rlllll666/so100_test3,rlllll666,so100,8,6888,30,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""pick-and-place""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
CSCSXX/eval_act_cs_100_as_100_pick_place_cube_1.18_ckpt3,CSCSXX,so100,10,4158,30,"observation.images.top,observation.images.side",2,"observation.images.top,observation.images.side",True,1,"{""0"": ""pick_place_cube""}",False,True,"action,observation.state,observation.images.top,observation.images.side,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
rlllll666/so100_test6,rlllll666,so100,8,4767,30,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""pick-and-place""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
keith2/pickblock2,keith2,mycobot,2,590,30,"observation.images.head,observation.images.wrist",2,"observation.images.head,observation.images.wrist",True,1,"{""0"": ""pick block""}",False,False,"action,observation.state,observation.images.head,observation.images.wrist,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
fennodehaan/so112_test,fennodehaan,so100,1,550,30,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""SINGLE_TASK""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
fennodehaan/so114_test,fennodehaan,so100,1,1169,30,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""SINGLE_TASK""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
rlllll666/eval_act_so100_test1,rlllll666,so100,10,11843,30,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""pick-and-place""}",False,True,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
fennodehaan/so117_test,fennodehaan,so100,1,1171,30,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""SINGLE_TASK""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
liyitenga/so100_pick_taffy4,liyitenga,so100,22,10601,30,"observation.images.gripper,observation.images.top",2,"observation.images.gripper,observation.images.top",True,1,"{""0"": ""test1""}",False,False,"action,observation.state,observation.images.gripper,observation.images.top,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
rlllll666/so100_test19,rlllll666,so100,2,469,30,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""pick-and-place""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
rlllll666/so100_test20,rlllll666,so100,1,1,30,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""pick-and-place""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
yuz1wan/so100_test,yuz1wan,so100,2,537,30,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""Pick the black object and place it in the white ring.""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
rlllll666/so100_test22,rlllll666,so100,10,4451,30,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""pick-and-place""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
yuz1wan/so100_pick_pink,yuz1wan,so100,10,3266,30,"observation.images.wrist,observation.images.side",2,"observation.images.wrist,observation.images.side",True,1,"{""0"": ""Pick the pink block.""}",False,False,"action,observation.state,observation.images.wrist,observation.images.side,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
yuz1wan/so100_pick_wahaha,yuz1wan,so100,10,3319,30,"observation.images.wrist,observation.images.side",2,"observation.images.wrist,observation.images.side",True,1,"{""0"": ""Pick the bottle.""}",False,False,"action,observation.state,observation.images.wrist,observation.images.side,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
yuz1wan/so100_pick_wahaha_2,yuz1wan,so100,3,269,30,"observation.images.wrist,observation.images.side",2,"observation.images.wrist,observation.images.side",True,1,"{""0"": ""Pick the bottle.""}",False,False,"action,observation.state,observation.images.wrist,observation.images.side,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
yuz1wan/so100_pick_wahaha_4,yuz1wan,so100,3,613,30,"observation.images.wrist,observation.images.side",2,"observation.images.wrist,observation.images.side",True,1,"{""0"": ""Pick the bottle.""}",False,False,"action,observation.state,observation.images.wrist,observation.images.side,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
yuz1wan/so100_pick_wahaha_5,yuz1wan,so100,3,574,30,"observation.images.wrist,observation.images.side",2,"observation.images.wrist,observation.images.side",True,1,"{""0"": ""Pick the bottle.""}",False,False,"action,observation.state,observation.images.wrist,observation.images.side,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
yuz1wan/so100_pp_pink,yuz1wan,so100,10,4307,30,"observation.images.wrist,observation.images.side",2,"observation.images.wrist,observation.images.side",True,1,"{""0"": ""Pick the pink block and place it in the paper cup.""}",False,False,"action,observation.state,observation.images.wrist,observation.images.side,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
qing2025/koch_test,qing2025,xianyu_arm,2,1786,30,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""true""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
yuz1wan/so100_pour_cup,yuz1wan,so100,10,3139,30,"observation.images.wrist,observation.images.side",2,"observation.images.wrist,observation.images.side",True,1,"{""0"": ""Pick the paper cup and pour sth out.""}",False,False,"action,observation.state,observation.images.wrist,observation.images.side,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
yanovsky/koch_test2,yanovsky,koch,1,599,30,observation.images.follower,1,observation.images.follower,True,1,"{""0"": ""test1""}",False,False,"action,observation.state,observation.images.follower,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
zijian2022/so100_test_118_3,zijian2022,so100,4,823,30,"observation.images.top,observation.images.first,observation.images.front",3,"observation.images.top,observation.images.first,observation.images.front",True,1,"{""0"": ""118_3""}",False,False,"action,observation.state,observation.images.top,observation.images.first,observation.images.front,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
yanovsky/koch_test4,yanovsky,koch,2,1793,30,observation.images.follower,1,observation.images.follower,True,1,"{""0"": ""test1""}",False,False,"action,observation.state,observation.images.follower,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
gxy1111/so100_test,gxy1111,so100,50,9342,30,observation.images.laptop,1,observation.images.laptop,True,1,"{""0"": ""pick-place""}",False,False,"action,observation.state,observation.images.laptop,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
keith2/pickblock3,keith2,mycobot,8,2887,30,"observation.images.head,observation.images.wrist",2,"observation.images.head,observation.images.wrist",True,1,"{""0"": ""pick block""}",False,False,"action,observation.state,observation.images.head,observation.images.wrist,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
liyitenga/so100_pick_taffy5,liyitenga,so100,20,8145,30,"observation.images.gripper,observation.images.top",2,"observation.images.gripper,observation.images.top",True,1,"{""0"": ""test1""}",False,False,"action,observation.state,observation.images.gripper,observation.images.top,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
keith2/pickblock4,keith2,mycobot,44,20469,30,"observation.images.head,observation.images.wrist",2,"observation.images.head,observation.images.wrist",True,1,"{""0"": ""pick block""}",False,False,"action,observation.state,observation.images.head,observation.images.wrist,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
liyitenga/so100_pick_taffy6,liyitenga,so100,40,18013,30,"observation.images.gripper,observation.images.top",2,"observation.images.gripper,observation.images.top",True,1,"{""0"": ""test1""}",False,False,"action,observation.state,observation.images.gripper,observation.images.top,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
yuz1wan/so100_button,yuz1wan,so100,10,2624,30,"observation.images.wrist,observation.images.side",2,"observation.images.wrist,observation.images.side",True,1,"{""0"": ""Press the button.""}",False,False,"action,observation.state,observation.images.wrist,observation.images.side,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
yuz1wan/so100_pickplace,yuz1wan,so100,30,9068,30,"observation.images.wrist,observation.images.side",2,"observation.images.wrist,observation.images.side",True,1,"{""0"": ""Pick the pink block and place it in the paper cup.""}",False,False,"action,observation.state,observation.images.wrist,observation.images.side,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
nbaron99/so100_test,nbaron99,so100,2,2378,30,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""pick""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
andabi/D5,andabi,koch_bimanual,102,22455,15,"observation.images.bird,observation.images.wrist_left,observation.images.wrist_right",3,"observation.images.bird,observation.images.wrist_left,observation.images.wrist_right",True,1,"{""0"": ""D5""}",False,False,"action,observation.state,observation.images.bird,observation.images.wrist_left,observation.images.wrist_right,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
ad330/so100_box_pack1,ad330,so100,1,898,30,"observation.images.laptop,observation.images.phone",2,"observation.images.laptop,observation.images.phone",True,1,"{""0"": ""SINGLE_TASK""}",False,False,"action,observation.state,observation.images.laptop,observation.images.phone,timestamp,frame_index,episode_index,index,task_index",1000,1,v2.0
